model,100.mp4_psnr,100.mp4_qm,100.mp4_ssim,1000.mp4_psnr,1000.mp4_qm,1000.mp4_ssim,200.mp4_psnr,200.mp4_qm,200.mp4_ssim,300.mp4_psnr,300.mp4_qm,300.mp4_ssim,400.mp4_psnr,400.mp4_qm,400.mp4_ssim,500.mp4_psnr,500.mp4_qm,500.mp4_ssim,600.mp4_psnr,600.mp4_qm,600.mp4_ssim,700.mp4_psnr,700.mp4_qm,700.mp4_ssim,800.mp4_psnr,800.mp4_qm,800.mp4_ssim,900.mp4_psnr,900.mp4_qm,900.mp4_ssim,average_psnr,average_ssim,average_qm,score
small_360_720_252videos_AdamWopt_PNSRloss_1fb_1ff_3ep_final.pt,0.037415152428138754,0.001238707740013112,-0.00039261659519784775,1.1529930293960007,0.09668058895169018,0.0006416456011317795,1.2480823465641748,0.12842098560208903,0.007854411065978506,1.6672645543245679,0.14350346894310473,0.0028692447899172357,1.4086436265266968,0.13829517001727787,0.0073593860904642705,1.1337161608190343,0.12609965612039176,0.01010538727645105,1.1467814349488137,0.08736447116022461,0.0012505072475280654,1.6035817805552668,0.09005027245042196,-0.010178934207698664,1.2621059993769492,0.14541447494705562,0.012802935886703115,1.2513511260883874,0.1488254117639869,0.014457190196786152,1.191193521102803,0.0046769157352063665,0.11058932076962558,1.0
