model,1_psnr,1_qm,1_ssim,2_psnr,2_qm,2_ssim,3_psnr,3_qm,3_ssim,4_psnr,4_qm,4_ssim,5_psnr,5_qm,5_ssim,6_psnr,6_qm,6_ssim,average_psnr,average_ssim,average_qm,score
small_360_720_252videos_AdamWopt_PNSRloss_1fb_1ff_3ep_final.pt,-0.2865562037417746,-0.020512054621442566,-0.00010836438128825066,-0.2873868594768112,-0.02039007943702753,-7.340106886899456e-05,-0.32716125097030613,-0.023277524079473366,-0.00010190674891841223,0.5748827670237304,0.11690187013589437,0.02333206055564707,0.8319362245075439,0.09690769768744367,0.0093068177218264,0.7359826689082851,0.06376431467803556,0.0023390587660562234,0.2069495577084446,0.005782377474075673,0.03556570406057169,0.5
