model,100.mp4_psnr,100.mp4_qm,100.mp4_ssim,1000.mp4_psnr,1000.mp4_qm,1000.mp4_ssim,200.mp4_psnr,200.mp4_qm,200.mp4_ssim,300.mp4_psnr,300.mp4_qm,300.mp4_ssim,400.mp4_psnr,400.mp4_qm,400.mp4_ssim,500.mp4_psnr,500.mp4_qm,500.mp4_ssim,600.mp4_psnr,600.mp4_qm,600.mp4_ssim,700.mp4_psnr,700.mp4_qm,700.mp4_ssim,800.mp4_psnr,800.mp4_qm,800.mp4_ssim,900.mp4_psnr,900.mp4_qm,900.mp4_ssim,average_psnr,average_ssim,average_qm,score
small_360_720_144videos_AdamWopt_DSSIMloss_1fb_1ff_10ep_final.pt,-7.910640255716821,-0.6120111340543852,-0.0004820939678473,0.8858941289402509,0.105122544821409,0.0096308841001266,0.2216398315941745,0.0738158146419545,0.0191941411303194,0.5665585178656869,0.0772924986932563,0.0097214385567094,0.5480866848222377,0.0953918933823265,0.0166015755010131,0.031850718811853,0.0494432696276669,0.0162042615397663,-1.2808276182853078,-0.0897187924079512,0.002720203975703,0.2468333980381061,0.0081331275368299,-0.0037605044425733,0.0718262499610844,0.0601051677761281,0.0185579269524388,0.3524028086822319,0.1032245496461614,0.0253989870516245,-0.6266375535286504,0.011378682039728,-0.0129201060336603,0.8
small_360_720_144videos_AdamWopt_PNSRloss_1fb_1ff_3ep_final.pt,0.3971384803720781,0.0277596187515616,-0.0004192272688718,0.7526854700690144,0.0561178780815669,-0.0033950291624005,0.9675909400786332,0.136301037046632,0.0180116459827295,1.4413912344298936,0.14856086985084,0.0082057266427366,0.8407448122165349,0.1056768525603963,0.0114726874252294,0.6982192353114165,0.1025153226306958,0.0145906733986515,0.8708679276024753,0.0722155929347732,0.0018444931347098,1.262563519829868,-0.0049485307134649,-0.0332560439237812,0.5294951112478365,0.0735063745687334,0.0096571925502495,0.7987425183289822,0.1287356970345632,0.0205997160617137,0.8559439249486733,0.0047311834840966,0.0846440712746297,0.9
