model,videos/FHD/100.mp4_psnr,videos/FHD/100.mp4_qm,videos/FHD/100.mp4_ssim,videos/FHD/1000.mp4_psnr,videos/FHD/1000.mp4_qm,videos/FHD/1000.mp4_ssim,videos/FHD/200.mp4_psnr,videos/FHD/200.mp4_qm,videos/FHD/200.mp4_ssim,videos/FHD/300.mp4_psnr,videos/FHD/300.mp4_qm,videos/FHD/300.mp4_ssim,videos/FHD/400.mp4_psnr,videos/FHD/400.mp4_qm,videos/FHD/400.mp4_ssim,videos/FHD/500.mp4_psnr,videos/FHD/500.mp4_qm,videos/FHD/500.mp4_ssim,videos/FHD/600.mp4_psnr,videos/FHD/600.mp4_qm,videos/FHD/600.mp4_ssim,videos/FHD/700.mp4_psnr,videos/FHD/700.mp4_qm,videos/FHD/700.mp4_ssim,videos/FHD/800.mp4_psnr,videos/FHD/800.mp4_qm,videos/FHD/800.mp4_ssim,videos/FHD/900.mp4_psnr,videos/FHD/900.mp4_qm,videos/FHD/900.mp4_ssim,average_psnr,average_ssim,average_qm,score
fine-models/small_360_720_252videos_AdamWopt_PNSRloss_1fb_1ff_3ep_final.pt,-0.5341268321811725,-0.04108063996191724,-0.0009579680510015676,0.6691396764460862,0.041786053536409185,-0.0043244775909705435,1.061250430625556,0.10054999086018768,0.0038614463086096285,0.1514612748318882,0.007564924517798666,-0.0015172398330381975,0.8894539903474339,0.07991153857179256,0.002243542231169404,1.151146152675551,0.11175244756964364,0.004984989262267314,0.4576617247306274,0.03484369285035083,0.00048256720472505954,-0.1889152654865427,-0.06407427019416367,-0.015249127709625498,0.954282197376223,0.09923110380578049,0.006251208734192382,0.9440943698755078,0.10337656498632697,0.007901400127666935,0.5555447719241158,0.0003676340683994916,0.04738614065422091,0.8
